P1744A0CC1353;EDC17CP44-3.1, 3.7;P1353 Audi V6 GEN2 EU5J Panamera HMLT EDC17CP44;No;No;;;;;;;;;;;;
P1744A0DC1365;EDC17CP44 3.6;Audi V6 BIN5 MY15 EDC17CP44;No;No;;;;;;;;;;;;
P1744A0TC1364;EDC17CP44 3.2;Audi V6 BIN5 MY15 EDC17CP44;No;No;;;;;;;;;;;;
MMD104VMAC1483 (MA6);MD1CS004-3.1;VW EA288evo;Yes;No;MD1CS004;796281;785917;;;;;;;;;
MMD104VMCC1635 (MC7);MD1CS004-7.2;VW EA288evo;Yes;Yes;MD1CS004_C;2915737;2915738;VW MDL : MD1CS004_C / P1635_MC_AT_CAN_LCO5415;3288523;CSP2023.1;5.4.15.290;VeMoX241R11;VME;released;MMD104VMCC1635/Model/HiL/CSP2023.1/VME/VW MDL : MD1CS004_C / P1635_MC_AT_CAN_LCO5415;http://rb-ps-tis.bosch.com:8081/tis/web/tci/id/3288523
MMD104VMDC1635 (MD7);MD1CS004-7.3;VW EA288evo;Yes;Yes;MD1CS004_C;2915737;3032888;VW MDL : MD1CS004_C / P1635_MD_AT_CANFD_LCO5415;3287881;CSP2023.1;5.4.15.290;VeMoX241R11;VME;released;MMD104VMDC1635/Model/HiL/CSP2023.1/VME/VW MDL : MD1CS004_C / P1635_MD_AT_CANFD_LCO5415;http://rb-ps-tis.bosch.com:8081/tis/web/tci/id/3287881
MMD104VMAC1635 (MA8);MD1CS004-7.1;VW EA288evo;Yes;Yes;MD1CS004_C;2915737;3174615;VW MDL : MD1CS004_C / P1635_MA_AT_FX_LCO5415;3298672;CSP2023.1;5.4.15.290;VeMoX241R11;VME;released;MMD104VMAC1635/Model/HiL/CSP2023.1/VME/VW MDL : MD1CS004_C / P1635_MA_AT_FX_LCO5415;http://rb-ps-tis.bosch.com:8081/tis/web/tci/id/3298672
MMD104VMCC1635 (MC8);MD1CS004-7.2;VW EA288evo;Yes;Yes;MD1CS004_C;2915737;2915738;VW MDL : MD1CS004_C / P1635_MC_AT_CAN_LCO5415;3288523;CSP2023.1;5.4.15.290;VeMoX241R11;VME;released;MMD104VMCC1635/Model/HiL/CSP2023.1/VME/VW MDL : MD1CS004_C / P1635_MC_AT_CAN_LCO5415;http://rb-ps-tis.bosch.com:8081/tis/web/tci/id/3288523
MMD104VMDC1635 (MD8);MD1CS004-7.3;VW EA288evo;Yes;Yes;MD1CS004_C;2915737;3032888;VW MDL : MD1CS004_C / P1635_MD_AT_CANFD_LCO5415;3287881;CSP2023.1;5.4.15.290;VeMoX241R11;VME;released;MMD104VMDC1635/Model/HiL/CSP2023.1/VME/VW MDL : MD1CS004_C / P1635_MD_AT_CANFD_LCO5415;http://rb-ps-tis.bosch.com:8081/tis/web/tci/id/3287881
MMD104VMDC1635 (MDA);MD1CS004-7.3;VW EA288evo;Yes;Yes;MD1CS004_C;2915737;3032888;VW MDL : MD1CS004_C / P1635_MD_AT_CANFD_LCO5415;3287881;CSP2023.1;5.4.15.290;VeMoX241R11;VME;released;MMD104VMDC1635/Model/HiL/CSP2023.1/VME/VW MDL : MD1CS004_C / P1635_MD_AT_CANFD_LCO5415;http://rb-ps-tis.bosch.com:8081/tis/web/tci/id/3287881
MMD104VMAC1635 (MA9);MD1CS004 7.7;VW EA288evo;Yes;Yes;MD1CS004_C;2915737;3174615;VW MDL : MD1CS004_C / P1635_MA_AT_FX_LCO5415;3298672;CSP2023.1;5.4.15.290;VeMoX241R11;VME;released;MMD104VMAC1635/Model/HiL/CSP2023.1/VME/VW MDL : MD1CS004_C / P1635_MA_AT_FX_LCO5415;http://rb-ps-tis.bosch.com:8081/tis/web/tci/id/3298672
